5.507758,0.000006,0,0.001268,0.04489,0
4.629599,0.000047,0,0.022641,0.051103,0
4.420874,0.000004,0,0.000336,0.031913,0
1,0.000001,0,0.002076,0.029641,0
6.27692,0.000012,0,0.00084,0.082811,0
11.514809,0.000005,0,0.000253,0.032733,0
10.312139,0.000006,0,0.001851,0.18166,0
11.643911,0.000002,0,0.000042,0.169135,0
8.507854,0.000009,0,0.029733,0.063355,0
2.367879,0.000001,0,0.002629,0.080992,0
9.80134,0.000005,0,0.001404,0.038972,0
15.480648,0.000001,0,0.004096,0.063882,0
26.26474,0.000024,0,0.000601,0.044194,0
4.530747,0.000001,0,0.005388,0.040032,0
0.135335,0.000001,0,0.000013,0.071944,0
2.103638,0.000001,0,0.000419,0,0
1.589975,0.000002,0,0.000319,0.047077,0
0.366765,0.000001,0,0.006939,0.099838,0
9.036604,0.000008,0,0.002224,0.031034,0
2.792887,0.000002,0,0.002195,0.112048,0
0.961201,0.000008,0.013715,0.000278,0.044794,0
3,0.000001,0,0.000687,0.093359,0
5.334884,0.000061,0,0.009456,0.058275,0
5.48954,0.000005,0,0.000971,0.101175,0
53.047882,0.000032,0,0.020027,0.147107,0
7.008795,0.000001,0.028691,1,0.104009,0
9.604355,0.000002,0,0.001003,0.087413,0
0.50326,0.000001,0,0.360084,0.105631,0
3,0.000001,0,0.000135,0.055628,0
4.33944,0.000013,0,0.000034,0.130327,0
6.861893,0.000002,0.082568,0.410681,0.480732,0
72.90825,0.00001,0,0.003496,0.084956,0
1.75215,0.000006,0,0.00457,0.048749,0
2,0.000001,0,0.000018,0,0
22.197603,0.000009,0,0.00338,0.202668,0
1.787142,0.000002,0,0.000035,0.039226,0
4.059366,0.000002,0,0.000085,0.07323,0
6.367879,0.000001,0.001664,0.020167,0.13016,0
2.659344,0.000001,0.000454,0.404198,0.048188,0
5.054643,0.000003,0,0.000876,0.041165,0
1.734778,0.000001,0,0.004246,0.062426,0
5.903626,0.000001,0,0.000266,0.041391,0
29.715181,0.000052,0,0.015574,0.084035,0
0.135335,0.000001,0,0.319585,0.019607,0
1.001371,0.000001,0,0.009385,0.042488,0
1.135335,0.000001,0,1,0.04794,0
13.825473,0.000006,0,0.022794,0.066811,0
12.529464,0.000002,0,0.000327,0.132065,0
3.575156,0.000002,0,0.003206,0.057508,0
